177.76	0.519
178.15	0.519
178.54	0.519
178.93	-0.039
179.32	-0.000
179.70	-1.079
180.09	-0.202
180.48	-0.000
180.87	1.088
181.25	-0.000
181.64	-0.000
182.03	0.151
182.42	0.137
182.80	0.161
183.19	0.031
183.58	-0.000
183.97	0.251
184.36	-0.729
184.74	-0.633
185.13	-0.255
185.52	0.207
185.90	0.060
186.29	0.102
186.68	-0.000
187.07	0.136
187.45	0.319
187.84	-0.875
188.23	-0.000
188.61	-0.000
189.00	0.116
189.39	-0.049
189.78	0.232
190.16	0.244
190.55	-0.018
190.94	0.374
191.32	-0.069
191.71	-0.661
192.10	0.180
192.48	-0.007
192.87	-0.000
193.26	-0.000
193.64	0.567
194.03	0.184
194.42	-0.000
194.80	-0.210
195.19	0.332
195.58	0.351
195.96	0.315
196.35	-0.000
196.73	0.414
197.12	-0.806
197.51	-0.000
197.89	-0.000
198.28	0.259
198.67	-0.000
199.05	0.216
199.44	-0.133
199.82	0.225
200.21	1.342
200.60	-0.000
200.98	-0.000
201.37	-0.000
201.75	-0.000
202.14	-0.000
202.52	0.286
202.91	0.306
203.30	-0.025
203.68	0.766
204.07	0.102
204.45	-0.000
204.84	-0.643
205.22	0.332
205.61	0.190
205.99	-0.166
206.38	-0.254
206.76	-0.000
207.15	0.712
207.54	-0.057
207.92	0.301
208.31	-0.000
208.69	0.274
209.08	0.237
209.46	-0.000
209.85	0.284
210.23	-0.000
210.62	-0.079
211.00	0.298
211.39	0.343
211.77	0.452
212.16	-0.000
212.54	-0.000
212.92	0.602
213.31	-0.457
213.69	0.190
214.08	0.105
214.46	0.162
214.85	0.520
215.23	0.011
215.62	0.033
216.00	0.210
216.39	0.271
216.77	-0.000
217.15	0.231
217.54	0.089
217.92	1.166
218.31	-0.470
218.69	-0.671
219.08	0.230
219.46	-0.000
219.84	0.659
220.23	-0.000
220.61	0.274
221.00	-0.000
221.38	0.236
221.76	0.631
222.15	-0.000
222.53	0.463
222.91	0.133
223.30	0.361
223.68	0.458
224.07	0.307
224.45	0.259
224.83	-0.000
225.22	-0.000
225.60	0.148
225.98	0.341
226.37	0.212
226.75	0.190
227.13	0.400
227.52	-0.000
227.90	0.572
228.28	0.556
228.67	0.584
229.05	0.028
229.43	0.983
229.81	-0.000
230.20	0.065
230.58	0.070
230.96	-0.000
231.35	0.725
231.73	0.267
232.11	1.672
232.50	0.686
232.88	-0.000
233.26	0.903
233.64	0.189
234.03	0.584
234.41	-0.000
234.79	0.262
235.17	0.041
235.56	0.524
235.94	0.295
236.32	0.223
236.70	-0.000
237.09	-0.000
237.47	0.068
237.85	-0.514
238.23	0.199
238.61	0.400
239.00	-0.000
239.38	-1.164
239.76	0.126
240.14	-0.000
240.52	0.204
240.91	0.136
241.29	0.101
241.67	-0.214
242.05	-0.000
242.43	0.835
242.82	-0.000
243.20	0.314
243.58	-0.000
243.96	0.143
244.34	-0.097
244.72	-0.000
245.11	0.174
245.49	-0.000
245.87	-0.000
246.25	-0.000
246.63	-0.000
247.01	0.241
247.39	0.520
247.78	0.639
248.16	-0.000
248.54	-0.000
248.92	0.267
249.30	0.301
249.68	-0.860
250.06	0.298
250.44	0.470
250.82	0.836
251.21	0.087
251.59	-0.000
251.97	0.049
252.35	0.686
252.73	0.361
253.11	0.382
253.49	0.197
253.87	0.271
254.25	-0.000
254.63	-0.167
255.01	-0.068
255.39	0.237
255.77	0.250
256.15	0.783
256.53	0.254
256.91	0.225
257.29	0.148
257.67	0.299
258.05	0.233
258.44	0.373
258.82	1.889
259.20	0.218
259.58	0.098
259.96	0.452
260.34	-0.000
260.72	-0.000
261.10	0.301
261.48	0.595
261.86	0.301
262.23	0.411
262.61	-0.000
262.99	0.328
263.37	0.155
263.75	-0.034
264.13	0.390
264.51	0.432
264.89	-0.000
265.27	0.202
265.65	0.319
266.03	0.240
266.41	0.216
266.79	0.289
267.17	0.398
267.55	0.333
267.93	0.612
268.31	0.232
268.69	0.322
269.06	-0.000
269.44	-0.000
269.82	0.173
270.20	-0.000
270.58	-0.000
270.96	0.502
271.34	0.246
271.72	-0.000
272.10	0.527
272.47	0.170
272.85	0.072
273.23	1.099
273.61	0.306
273.99	0.373
274.37	0.430
274.75	0.602
275.12	0.198
275.50	0.518
275.88	0.213
276.26	0.127
276.64	2.193
277.02	0.544
277.39	1.092
277.77	0.525
278.15	0.439
278.53	0.376
278.91	0.637
279.29	0.069
279.66	1.378
280.04	-0.000
280.42	-0.000
280.80	0.128
281.18	0.582
281.55	1.136
281.93	0.369
282.31	1.260
282.69	-0.000
283.06	0.033
283.44	0.283
283.82	0.225
284.20	0.445
284.57	0.634
284.95	-0.000
285.33	0.357
285.71	0.565
286.08	0.656
286.46	0.563
286.84	0.549
287.22	0.572
287.59	-0.000
287.97	0.513
288.35	0.323
288.72	0.254
289.10	0.226
289.48	0.309
289.85	0.227
290.23	0.000
290.61	0.165
290.99	0.746
291.36	0.078
291.74	0.481
292.12	0.865
292.49	-0.000
292.87	-0.000
293.25	0.626
293.62	-0.000
294.00	0.009
294.38	0.421
294.75	-0.000
295.13	-0.000
295.50	0.167
295.88	0.283
296.26	0.581
296.63	0.517
297.01	0.216
297.39	0.289
297.76	-0.000
298.14	0.493
298.51	0.351
298.89	0.446
299.27	-0.000
299.64	0.633
300.02	0.099
300.39	0.224
300.77	0.074
301.14	0.444
301.52	-0.000
301.90	-0.000
302.27	0.399
302.65	0.170
303.02	1.987
303.40	0.628
303.77	0.278
304.15	0.402
304.52	0.605
304.90	0.351
305.28	0.439
305.65	-0.000
306.03	0.337
306.40	1.140
306.78	-0.000
307.15	-0.000
307.53	0.181
307.90	0.471
308.28	0.333
308.65	0.712
