177.76	-0.000
178.15	-0.000
178.54	-0.000
178.93	-0.133
179.32	0.238
179.70	-1.079
180.09	0.464
180.48	-0.000
180.87	0.088
181.25	-0.000
181.64	-0.000
182.03	0.232
182.42	-0.000
182.80	0.235
183.19	-0.296
183.58	1.041
183.97	-0.000
184.36	0.740
184.74	-0.699
185.13	-0.556
185.52	-0.189
185.90	0.328
186.29	-0.273
186.68	-0.000
187.07	0.731
187.45	0.278
187.84	-0.823
188.23	0.347
188.61	1.996
189.00	-0.145
189.39	-0.326
189.78	0.030
190.16	0.234
190.55	-0.026
190.94	0.254
191.32	-0.159
191.71	-0.420
192.10	-0.050
192.48	-0.108
192.87	-0.000
193.26	1.531
193.64	-0.000
194.03	0.728
194.42	0.358
194.80	0.162
195.19	0.451
195.58	0.294
195.96	-0.045
196.35	-0.000
196.73	0.223
197.12	-0.146
197.51	-0.000
197.89	-0.000
198.28	0.469
198.67	-0.000
199.05	0.226
199.44	-0.000
199.82	0.157
200.21	0.237
200.60	-0.000
200.98	0.163
201.37	-0.000
201.75	0.544
202.14	-0.000
202.52	0.115
202.91	0.195
203.30	0.155
203.68	0.222
204.07	0.114
204.45	0.885
204.84	-0.721
205.22	-0.000
205.61	0.345
205.99	-0.699
206.38	-0.326
206.76	0.146
207.15	0.519
207.54	0.066
207.92	0.591
208.31	0.492
208.69	0.355
209.08	0.417
209.46	0.651
209.85	0.134
210.23	-0.000
210.62	-0.663
211.00	0.549
211.39	0.301
211.77	0.613
212.16	-0.000
212.54	-0.000
212.92	0.675
213.31	-0.425
213.69	0.546
214.08	0.331
214.46	0.127
214.85	-0.000
215.23	0.318
215.62	0.026
216.00	1.217
216.39	0.034
216.77	0.993
217.15	0.228
217.54	0.042
217.92	0.615
218.31	-0.653
218.69	-0.000
219.08	0.274
219.46	-0.000
219.84	-0.000
220.23	0.279
220.61	0.496
221.00	0.527
221.38	0.514
221.76	-0.031
222.15	-0.000
222.53	-0.000
222.91	0.442
223.30	0.187
223.68	-0.000
224.07	0.177
224.45	0.565
224.83	0.416
225.22	-0.000
225.60	0.407
225.98	0.495
226.37	-0.000
226.75	0.311
227.13	-0.000
227.52	-0.000
227.90	0.428
228.28	0.680
228.67	-0.000
229.05	-0.118
229.43	0.115
229.81	-0.000
230.20	0.503
230.58	0.027
230.96	0.778
231.35	-0.018
231.73	0.226
232.11	1.274
232.50	0.490
232.88	-0.000
233.26	-0.000
233.64	0.180
234.03	0.151
234.41	0.748
234.79	0.344
235.17	0.183
235.56	0.275
235.94	0.960
236.32	0.740
236.70	0.570
237.09	-0.000
237.47	0.261
237.85	-0.496
238.23	0.484
238.61	-0.050
239.00	-0.000
239.38	-1.318
239.76	0.197
240.14	-0.000
240.52	0.118
240.91	-0.000
241.29	0.076
241.67	-0.365
242.05	-0.000
242.43	-0.000
242.82	-0.000
243.20	0.394
243.58	-0.000
243.96	0.256
244.34	1.556
244.72	-0.000
245.11	0.245
245.49	-0.000
245.87	-0.000
246.25	-0.000
246.63	-0.000
247.01	0.109
247.39	0.266
247.78	0.856
248.16	0.435
248.54	-0.000
248.92	0.397
249.30	1.716
249.68	-0.870
250.06	0.212
250.44	0.252
250.82	-0.000
251.21	0.249
251.59	-0.000
251.97	0.239
252.35	0.531
252.73	0.514
253.11	1.262
253.49	0.301
253.87	1.259
254.25	-0.000
254.63	-0.240
255.01	0.141
255.39	0.088
255.77	0.263
256.15	0.628
256.53	0.136
256.91	-0.000
257.29	0.125
257.67	0.406
258.05	0.059
258.44	0.413
258.82	-0.000
259.20	0.233
259.58	0.172
259.96	0.335
260.34	-0.000
260.72	-0.000
261.10	-0.000
261.48	-0.000
261.86	0.152
262.23	0.526
262.61	-0.000
262.99	0.152
263.37	1.669
263.75	0.093
264.13	0.699
264.51	0.067
264.89	0.632
265.27	0.087
265.65	0.280
266.03	0.203
266.41	0.437
266.79	0.343
267.17	-0.000
267.55	0.138
267.93	0.238
268.31	0.205
268.69	-0.000
269.06	-0.000
269.44	-0.000
269.82	0.327
270.20	-0.000
270.58	0.976
270.96	0.496
271.34	0.165
271.72	0.781
272.10	-0.000
272.47	0.278
272.85	0.280
273.23	0.297
273.61	-0.000
273.99	0.398
274.37	1.243
274.75	0.231
275.12	0.436
275.50	-0.000
275.88	0.345
276.26	0.235
276.64	0.264
277.02	0.609
277.39	0.791
277.77	0.514
