177.76	0.519
178.15	0.519
178.54	0.519
178.93	-0.126
179.32	0.804
179.70	-0.000
180.09	-0.194
180.48	-0.457
180.87	-0.066
181.25	-0.000
181.64	-0.008
182.03	0.398
182.42	0.125
182.80	0.232
183.19	-0.056
183.58	-0.000
183.97	-0.000
184.36	-0.237
184.74	-0.672
185.13	-0.000
185.52	-0.000
185.90	0.348
186.29	-0.171
186.68	-0.000
187.07	0.174
187.45	0.127
187.84	-0.494
188.23	0.292
188.61	1.519
189.00	-0.106
189.39	0.222
189.78	0.218
190.16	0.030
190.55	-0.000
190.94	-0.165
191.32	-0.405
191.71	-0.301
192.10	-0.000
192.48	-0.056
192.87	-0.429
193.26	0.000
193.64	0.681
194.03	0.057
194.42	0.960
194.80	-0.360
195.19	0.245
195.58	0.190
195.96	0.315
196.35	-0.000
196.73	-0.045
197.12	-0.000
197.51	-0.044
197.89	0.222
198.28	0.446
198.67	-0.000
199.05	0.091
199.44	0.219
199.82	0.154
200.21	0.058
200.60	0.496
200.98	0.250
201.37	0.187
201.75	-0.632
202.14	-0.084
202.52	-0.091
202.91	0.229
203.30	-0.014
203.68	-0.319
204.07	-0.064
204.45	0.432
204.84	-0.563
205.22	0.382
205.61	0.141
205.99	-0.788
206.38	0.026
206.76	-0.535
207.15	0.337
207.54	0.053
207.92	-0.017
208.31	0.516
208.69	0.983
209.08	0.132
209.46	0.062
209.85	0.176
210.23	0.577
210.62	-0.000
211.00	0.096
211.39	0.252
211.77	0.228
212.16	0.183
212.54	-0.000
212.92	0.144
213.31	-0.352
213.69	0.022
214.08	0.051
214.46	0.005
214.85	-0.103
215.23	0.544
215.62	0.054
216.00	0.144
216.39	0.037
216.77	0.127
217.15	0.135
217.54	-0.081
217.92	0.282
218.31	-0.561
218.69	0.336
219.08	0.185
219.46	-0.000
219.84	0.800
220.23	-0.106
220.61	-0.000
221.00	-0.116
221.38	0.132
221.76	-0.154
222.15	0.531
222.53	0.352
222.91	0.108
223.30	0.003
223.68	0.356
224.07	0.064
224.45	0.274
224.83	0.139
225.22	0.086
225.60	0.077
225.98	-0.115
226.37	-0.000
226.75	-0.031
227.13	0.855
227.52	0.413
227.90	0.245
228.28	0.646
228.67	0.151
229.05	0.163
229.43	0.246
229.81	-0.000
230.20	0.089
230.58	-0.110
230.96	-0.000
231.35	-0.096
231.73	0.106
232.11	0.039
232.50	0.418
232.88	0.219
233.26	0.653
233.64	0.021
234.03	0.119
234.41	0.462
234.79	0.372
235.17	-0.049
235.56	0.081
235.94	0.230
236.32	0.079
236.70	-0.022
237.09	-0.000
237.47	0.026
237.85	-0.125
238.23	-0.118
238.61	0.319
239.00	0.809
239.38	-0.964
239.76	0.237
240.14	-0.146
240.52	0.111
240.91	-0.205
241.29	0.015
241.67	-0.000
242.05	-0.000
242.43	0.995
242.82	-0.000
243.20	0.026
243.58	-0.000
243.96	0.336
244.34	0.515
244.72	-0.000
245.11	0.105
245.49	-0.149
245.87	-0.000
246.25	-0.049
246.63	0.101
247.01	0.008
247.39	0.107
247.78	0.211
248.16	0.365
248.54	-0.000
248.92	0.177
249.30	0.404
249.68	-0.263
250.06	0.216
250.44	-0.005
250.82	0.090
251.21	-0.114
251.59	-0.000
251.97	-0.089
252.35	0.138
252.73	0.342
253.11	0.142
253.49	0.085
253.87	0.039
254.25	-0.000
254.63	0.050
255.01	-0.062
255.39	0.219
255.77	0.157
256.15	-0.053
256.53	0.037
256.91	-0.042
257.29	-0.012
257.67	0.048
258.05	0.091
258.44	0.341
258.82	0.333
259.20	0.072
259.58	0.149
259.96	0.121
260.34	0.602
260.72	0.205
261.10	0.396
261.48	0.195
261.86	-0.029
262.23	0.539
262.61	-0.035
262.99	-0.010
263.37	0.320
263.75	-0.016
264.13	0.155
264.51	0.031
264.89	-0.421
265.27	-0.044
265.65	0.127
266.03	0.053
266.41	0.085
266.79	0.330
267.17	-0.337
267.55	-0.000
267.93	0.155
268.31	0.121
268.69	0.486
269.06	0.176
269.44	-0.000
269.82	-0.168
270.20	-0.180
270.58	0.628
270.96	0.271
271.34	-0.008
271.72	0.242
272.10	0.124
272.47	0.278
272.85	0.121
273.23	0.381
273.61	0.421
273.99	0.361
274.37	0.380
274.75	0.098
275.12	0.139
275.50	0.493
275.88	0.126
276.26	-0.202
276.64	0.380
277.02	0.237
277.39	0.170
277.77	0.111
278.15	0.126
278.53	0.007
278.91	0.114
279.29	-0.158
279.66	0.064
280.04	-0.033
280.42	-0.132
280.80	-0.004
281.18	0.107
281.55	0.192
281.93	-0.081
282.31	-0.220
282.69	-0.827
283.06	-0.127
283.44	0.234
283.82	0.046
284.20	0.437
284.57	0.212
284.95	-0.000
285.33	0.015
285.71	0.036
286.08	0.146
286.46	0.076
286.84	-0.301
287.22	0.132
287.59	0.444
287.97	0.022
288.35	0.391
288.72	-0.025
289.10	-0.075
289.48	-0.176
289.85	0.025
290.23	0.195
290.61	0.046
290.99	0.109
291.36	-0.505
291.74	0.328
292.12	0.024
292.49	0.225
292.87	-0.000
293.25	0.446
293.62	-0.000
294.00	0.228
294.38	0.053
294.75	-0.000
295.13	1.258
295.50	0.252
295.88	0.144
296.26	0.581
296.63	0.080
297.01	0.030
297.39	0.123
297.76	0.202
298.14	-0.039
298.51	0.414
298.89	0.097
299.27	0.078
299.64	0.153
300.02	0.192
300.39	0.043
300.77	-0.058
301.14	0.182
301.52	0.203
301.90	0.060
302.27	0.202
302.65	0.041
303.02	0.239
303.40	0.117
303.77	0.098
304.15	0.160
304.52	0.154
304.90	0.198
305.28	0.145
305.65	0.174
306.03	0.222
306.40	0.474
306.78	-0.286
307.15	0.125
307.53	0.138
307.90	0.029
308.28	0.140
